Singkatan/Slang,Frekuensi,Contoh Ulasan 1,Contoh Ulasan 2,Contoh Ulasan 3
c,88,[BCAMobile] cek aplikasi memang suport redmi c karna sangat lemot sekali melakukan berbagai transaksi bahkan di saat cek saldo terlalu lemot,[BCAMobile] duh gimana c make mbanking biar gampang diakses ganti hp tp ko verifikasi gagal terus padahal saya udah memasukan data yg bner blm biaya sms nya pr sms nyusahin banget bukan malah mempermudah malah memperibet lbh gampang mbanking nya lg walaupun ga kartu tp engga seribet,[BCAMobile] hp realme c pembaruan aplikasi forced close diakses dicoba reinstall tetap sama
u,88,[BCAMobile] makin update semakin menjadi lemot mau transaksi apapun menjadi lambat r u seriously,[BCAMobile] gak ngerti aplikasinya apa sinyalnya by u x otp coba send data diminta tunggu lampu hijau dilayarnya aja gak kelihatan lampunya,[BCAMobile] semakin kesini semakin kesono tdk login selalu force out bgmn bca kaya gini tim developernya kaya apa update memberikan nilai lebih pelanggan malah gak dipakai sdh lakukan spt yg disarankan u hapus data tp menyelesaikan masalah apa ygmau dicapture baru buka detik sdh langsung force close fitur aksesibilitas sdh dimatikan semua tp tetap force close stlh dtk mau masukkan digit no kartu sj sdh force close aplikasi sampah
dtg,86,[BCAMobile] susah banget sih verif wajah gagal mulu padahal udah sesuai intruksi cape banget ngulang mulu ga kaya dulu aja verif pake nomor sms masa mesti jauh dtg bank haduh,[BCAMobile] kalo ganti hp ga langsung login dtg bank buat aktifin banking nya sangat sayangkan karna ga org punya waktu ke bank,[BCAMobile] sangat repot pergantian hp lupa sandi sedangkn msuk acount lgi kudu dtg kantor cabang klo deket klo jauh blm waktunya
ato,86,[BCAMobile] sekarang lemot banget indikator merah hijau nunggu beberapa menit dulu menghambat ingin transaksi lewat qrish ato tf minta lah perbarui bukannya maksimal malah minimal,[BCAMobile] lampu indikator gak jelas abis update lemotnya nunggu warna ijo woi sinyal gue lancar jangan suruh restart hape ato mode pesawat an segala alasan clasic lemot aplikasinya jadi hapenya yg disalahin sebelom update lancar aja cepet sat set,[BCAMobile] eh asli ni bca knpa dadakan gni dah urgent gk pake sinyal merah terus padahal jaringan kenceng wifi kenceng pak wifi di bilang koneksi terputus gk pake merah terus kalo maintance ato apa kasih pemberitahuan dong jangan tiba tiba kek gini
sendri,86,[BCAMobile] ko diperbaharui keluar sendri sih klo liat inbox nya,[BCAMobile] suudah masuk seminggu keluar sendri mau nya gimana masuk kenak pulsa tambah buruk pelayananya,[BCAMobile] sih keluhan nasabah selalu ke logout sendri dgn tulisan menunggu erer
payahh,86,[BCAMobile] tadinya sekarang ga payahh apk nya,[BCAMobile] kalo maintenance trouble off kan lah semua transaksi transaksi gak sampe tujuan gagal malah saldo kepotong jangan mentang bank gede gaya gayaan on terus apknya dulu penyakit kayak gini dipelihara terus n masa sih sekelas bca gak benahi payahh,[BCAMobile] payahh disuru aktivasi layanan finansial via telpon nunggu hari pas udah hari malah cancel sepihak apalah gajelas kecewa banget
dimasukin,85,[BCAMobile] cukup kecewa bca mobile sekarang masa nomor simcard dilepas handphone akun mbanking langsung ter log out otomatis dimasukin simcardnya verifikasi data susahnya minta ampun setelah telfon cs tetap bisa login mungkin besok ganti bank lain,[BCAMobile] tarik tunai cardless ga keluar uangnya pas kode dimasukin udah ngga berlaku padahal saldo udah kepotong ngga nyimpen dibca bikin laporan hasilnya ngga masalah penarikan berjalan normal padahal udah dikasih tau hari melakukan transaksi tarik tunai kali satu berhasil satu gagal saldo kepotong,[BCAMobile] sudha download minta registrasi kartu atm sudha dimasukin tetus berulang itu malh abis pulsa pelayanna buruk dasar merepotkan pindah ke mandiri
untk,85,[BCAMobile] knpa kok susah apk nya may tf sinyal mbca merah terus ganguan udh sehari lebih sangat tergangu untk urusan bisnis,[BCAMobile] lg perlu urgent buat transfer malah gk dipke sedang dlm pemeliharaan dri jam jam trlalu lama durasi nya sdgkan org sedang urgent untk transaksi skrg aplikasi bca sngat buruk sangat lama sekali loading nya lemot bner,[BCAMobile] indikasi no rekening bermasalah bekukan at pemberitauan sdh hr dr uang mask tiba tiba saldo terpotong hbg alasan dr pihak bank bca no pengirim bermasalah pertanyaan nya klu no rekening pengirim bermasalah bisa melakukan aktivitas tdk bekukan merugikan sy sbgai pedagang online klu sy tanya pembeli rekening bermasalah sy g pembeli minimal ada pemberitauan di tanyakan uang untk apa hanya pencari receh
cba,85,[BCAMobile] apk ngebug mulu pas mau qris ngapa cba perbaiki lah,[BCAMobile] bca ku kok meeah terus koneksi aman coba restart ganti koneksi wifi tetep merah pas cba pke m bankimg aman why,[BCAMobile] se minggu daptar m bca tpi gak masuk gangguan terus udh habis pulsa brpa cba buat sms hadeuh
cb,85,[BCAMobile] mendadak minta verifikasi ulang x tetep gagal akhirnya cb download ulang,[BCAMobile] hari tanggal juni mencoba login hp baru bs verifikasi dgn kode error cb hp lama jg malah ga bs sama kode internet pakai wifi simcard yg terdaftar mbca ataupun pakai provider jg sama kendala kode,[BCAMobile] mempersulit nasabah padahal sdh lm buka rek bca sdh nyaman tp dgn mslh ktp aja malah ga dibantu cb buka rek baru melalui bca mobile wajah tele kyk mengejek parah mencari nasabah susah malah dipersulit
bgtt,85,[BCAMobile] otp sms susahh nya minta ampunnnm tlg donkk upgrade lg tiap mau dpt otp sms susah bgtt berkali ga dpt otp ny,[BCAMobile] mau tf dana ajaa susah bgtt oke gagal indikator nya hijau gram bgttt,[BCAMobile] seriusan ngga tf lewat apk bnr susah bgtt fungsinya m bangking apa kalo apknya aja kaya gini
apain,84,[BCAMobile] gk diapa apain tiba m bca terblokir ribet,[BCAMobile] sih suka tiba tiba sim card sesuai verifikasi ulang mulu padahal ga apa apain sim card yg tercantum nya ga ubah trs lampu nya kadang susah hijau,[BCAMobile] gak apa apain ajah fors close sendiri cepet benerin dong dah hari nih buset dah atm terus
kmrin,84,[BCAMobile] kmrin sisa uang rbu trs tdi pagi transfer teman ribu udh dicek mutasi udh benr ribu kok sisa saldo ribu ribunya kemna nih cek mutasi gak uang kluar,[BCAMobile] apliksi tdk notipikasi transaksi sma customernya kya bnk yg tlong perbaiki soalnya persan sya kmrin saldo sya ps lhat gda sbagian klo notipikasi transaksi kn lbih baik dn mnguntungkan blh pihak,[BCAMobile] adm tros adm trosssss kmrin rb bulan november udah naek rb bank swasta yg kecil aja ngga pernah admin bulanan loh freee udah bertaun member ngayain konglo aja rb buat masyarakat menengah kbawah tu berarti banget buat beli makan rb bca buat ngayain konglo yg udah kaya raya teller tuh kerja yg bener kantor gua sering bermasalah sama teller elu yg ngga teliti jangan bisanya ngambil biaya admin mulu woi
z,84,[BCAMobile] kolom search buat apaan ga di pake nyari nama depan z aja scroll kebawah cek dah bug,[BCAMobile] aplikasi transfer antar rekining tdk berfung pencarian daftar transfer nama awalnya z scroll dulu dri a z terlalu ribet,[BCAMobile] update no transfer ribet bgt nyari urut dr atas kebawah klo dulu tinggal ketik nama no rekening lgsg muncul saya nyari dr abjad a z scrolll kebawah mohon diperbaiki
nie,83,[BCAMobile] pinjam duwit gk yaa aplikasi nie,[BCAMobile] kode otp membagongkan diperas pulsa udah mah diperas perak kirim sms sekarang otp jugha dipotong rp pulsa khoenthoel pemerasan bca mobile nie pegawai nya pemaen semua,[BCAMobile] nasabah prioritas aja datanya duga obrak abrik nasabah biasa parah si sekelas bca teryata bobrok jaga data nasabah data aman ga kira kira gimana nie bca
kenapaa,83,[BCAMobile] tiap masuk game gebyar bca kenapaa ga yaa koneksi terputus terus padahal sinyal bagus ajaa gapakai wifi rumah beda hp beda sinyal sama suami sama suamiku ga masuk gamenya suruh cek berkala tiap cek ga nya si padahal pengen dapet hadiah juga kaya periode sebelumnya maaf yaa bintangnya dulu karna bisa masuk gamenya,[BCAMobile] bca sekarang kenapaa yak kok sok gtu angkat vcall aja lama bgt idih bca yg gua kenal dulu sigap bgt si asli,[BCAMobile] mau daftar tinggal langkah terakhir kenapa nunggu lampu berwarna hijau jaringan ku bagus kenapaa seperti bca sangat sampah sekali perbaiki aku pindahin uang nya bank sangat sampahh sekali mbca
inii,83,[BCAMobile] capekk banget video call ga inii lahh perbaiki,[BCAMobile] haduuh bca inii beberapa bulan yg lalu agustus september kalo ngga salah buka apk malah kepental terus sekarang mutasi rekening ngga dilihat padahal barusan temenku transfer bank dan berhasil setelah aku cek saldonya tetap ngga nambah aku cek lah mutasi rekening eh malah ngga yaa pihak bca nya perbaiki lagi udah kali loh saya merasa dirugikan sama aplikasinya,[BCAMobile] mau update ga sb perangkat yidak kompatible jadi ga lg gunain aplikasi inii
smp,82,[BCAMobile] cuma pindah hp aja susah banget sekarang udah verifikasi ktp sama wajah sukses tinggal kirim kode otp smp hari kodenya gk masuk udah ulang beberapa kali tetep gk masuk sms kode otpnya pdahal terima sms nomor bisa,[BCAMobile] mau tanya sebenarnya menu penggantian kartu fungsinya apa melakukan penggantian kartu lewat menu tersebut bulan juli sekarang sudah beberapa kali laporan cs nya langsung sampe ada nomor pelaporan tetap kartu rumah alasan yg sama hingga laporan terakhir cs bilang kalo kartu debit memang sering gagal beda kartu kredit lah lalu apa gunanya menu tersebut pada lprn terakhir smp bts wkt pengiriman blm knjng sampai,[BCAMobile] update terbaru mlh tmbh jelek biasa kl mau tf lgsg terpampang nama nama rek yg mau tf misalnya awal huruf n tgl ketik n muncul semua yg awalnya n mlh gak muncul hrs skroll dr a smp kebawah balikin lg yg kmrn fiturnya ngacau luuu
br,82,[BCAMobile] tahun pakai bca br x kecewa transfer antarbank loading terus x percobaan gagal d cek mutasi saldo saya sudah kepotong x tp inbox nya tlp halo bca bank nya cm bikin laporan ga hasil yg memuaskan pdhal ud d jelasin kesana ksni tp ga ada hasilnya,[BCAMobile] ga usah update kl jatuhnya malah tambah error balikin aja app lamanya ampe bnr bagus br update,[BCAMobile] makin kesini makin buruk baru mau buka aplikasi juga masukin pasword log in langsung auto keluar terus br buka aplikasi padahal urgent banget malah gabisa digunain
njir,82,[BCAMobile] update makin lemot njir,[BCAMobile] bcq mobile abis update bulan agustus lemot sihh njir pdhl sinyal penyimpanan msh oke lah diperbaiki lemot bgt,[BCAMobile] makin susah aja bca lampu indikator terus merah padahal yg lancar sdh restart berkali kali njir sdh tau kampung tdk atm bca
lbih,82,[BCAMobile] apliksi tdk notipikasi transaksi sma customernya kya bnk yg tlong perbaiki soalnya persan sya kmrin saldo sya ps lhat gda sbagian klo notipikasi transaksi kn lbih baik dn mnguntungkan blh pihak,[BCAMobile] ribet lu mau buka rekening sms dulu cm buat verifikasi no hp knp ga pake otp aja biar lbih mudah,[BCAMobile] lbih permudah dong isi dr bca mobile ny kyak princian uang kasuk keluar update kyak bank bni di lihat perbulan nya tnpa ketik tgl karna udh lalu trus gk di cek tolong jgn telp menawarkan apapn pda sya
sempet,81,[BCAMobile] udah bertahun gunain bca sempet gak percaya kata temen kalo aplikasi sering eror scam sering transfer dobel gak masuk rekening tertuju saldo potong dobel masuk satu kali benr percaya udah gak berani masukin uang besar sini takut mending pakek ewalet,[BCAMobile] habis dtlfn sales asuransi bca bilang pembaruan data nasabah sempet curiga tak tolak x tp tetep kekeh suruh dengerin bilang iya aja akhirnya tak dengerin eh ternyata akhir bulan tagihan asuransi kalian mau scam apa gimana klo niat awal nawarin asuransi bilang awal bukan kek gini menjebak bukan menawarkan ajukan pembatalanpun tagihan masuk tetap gabisa dibatalkan gila kalian gabakal tenang hidup kalian aku bersuara,[BCAMobile] update malah crash hp baru buka langsung keluar sempet login redmi note pro
sich,81,[BCAMobile] parah sich qris bca udh x blm balik saldo mana rek sama punya istri lg,[BCAMobile] setelah update malah log out trus sich min haduuhhh di chek donk app nya min,[BCAMobile] bca parah banget sich mb nya udh update malah bs buka sll force close mau transaksi bagaimana
sgt,81,[BCAMobile] knapa bca ga sprti dulu jaringan intenet bca buruk sgt buruk bagus ga pernah troble kpi intenet dulu bgus jaringan bca knapa krg buruk mau login tapi transaksi gagal saldo kepotong cek plafon qrs yg dibayar ktnya ditolak mgkn sudah hrs leave bca klo kya gini terus,[BCAMobile] bca bobrok data nasabah periotas nikita aja berani obok gimna rakyat kcil sgt miris enak nya pindah mn,[BCAMobile] bank bca sy sgt kecewa atas kasus nm ternyata data nasabah bs kalian obrak abrik data nasabah prioritas sy jd was kayanya sy mw pindah bank kalian udh viral lho medsos krn kasus nm
gg,81,[BCAMobile] ni gg bs verifikasi wajah ampun mau transaksi susah jadinya,[BCAMobile] pas updet mbanking gg k buka gini,[BCAMobile] habis update malah keluar sendiri gg digunain
pkai,81,[BCAMobile] layanan bca ribet bikin rugi penglihan rekening baru dibuka gara gara lama nyala gak pakai pas salah tranferan lahh langsung aja habis sama admin bikin jengkel buat rugi yaa bca akun gak dipakai jangan aktif biar yg tranfer nomor lama bisa kirim kalo nungguiin bulan mah kelamaan kalo selama bulan tf laaah duit habis potongan admin mulu kartu gak jadi males pkai bca kedepannya gak rekomendasi lah,[BCAMobile] mau beli tiket kereta pas waktu bayar tiba banget bca gak dibuka jam jadi gagal tiket gara bca gak di acces apesss kalau mau melakukan pembaruan info sebelumnya jdi uang dipindah rek kalau dadakan jdi nyusahin klo mau keperluan pkai bca payahhh,[BCAMobile] bank paling ribet buat rekening bri pkai ktp sekarang masalah mau buat rekening bca pakai ktp yg sama bisa katanya perbedaan data bri loh tidak ada masalah bank paling ribet
mb,81,[BCAMobile] mikir hooi bagian aplikasi nyusahin banget kayak aplikasi google dokumen jelas tulisan mb download nya lah apa coba total sediain hampir mb dulu ruangan penyimpanan hp nyusahin orang ga tau apa orang butuh dadakan ini malah jadi pusingin orang dibenerin dulu lah,[BCAMobile] lama bgt donwloadnya cuman mb berat bgt,[BCAMobile] udah daftar mb isi plsa ga kode masuk
j,80,[BCAMobile] masa kalah sama bank j g transaksi gagal otomatis langsung refund detik juga padahal bank besar bca transaksi qris kndala saldo sudh terpotong di merchant masuk saldo balik telpon cs jawabannya slalu sama semua,[BCAMobile] dong buat aplikasi mbca bisa download hp samsung j frame,[BCAMobile] hari bisa verifikasi wajah gagal terus pake hp samsung galaxy j pro hp sebelumnya rusak
yahh,79,[BCAMobile] sekarang bca mobile yahh sering keluar akun nya terus pembayaran pake qris sering gagal saldo kepotong payah banget sekarang system nya,[BCAMobile] banyak yg trouble verifikasi wajah gue termasuk yg mengalaminya jaringan sinyal dah kenceng wifi pake yahh begitulah,[BCAMobile] yahh setelah update fitur nfc jdi ga malah error
ntar,79,[BCAMobile] parah nih aplikasi gajelas mau cek saldo gabisa muterrr terus mau tf ga muterrr mau qrisss gabisa gaguna nih aplikasi mending pindah bank laenn pada ntar lu pda nyesel,[BCAMobile] bca lagi sih butuh banget nih mau tf masa ke atm dulu jauhh apl selalu eror kalau update lahh ntar nasabah u pergi tau rasa dah,[BCAMobile] apa sih orang saldo masii k biaya admin k lha kok kepotong k buat biaya admin bukannya nya kalo saldo nya baru ntar kepotong makin lama makin gajelas pernah nih saldo hilang bulan juli tahun lalu k yhh bukan karna apa bukan seberapa nominalnya bikin jengkel tuh pas lihat mutasi ngga nih admin sebenernya kerja ngapain sih diem korup
bangt,79,[BCAMobile] kecewan bangt saldo berkurang trs y padahal g pernah transaksi sama sekali mana nydot saldo nya k yg bener aja lah admin kali mau pake saldo selalu ngurang ku pake,[BCAMobile] ko potongan admin nya gede bangt nyampe rbuan padahal kartu nya yg biru biasa nya rbuan aneh,[BCAMobile] kenapa mau pindahin mobil bca hp nya pas mau permuk susah bangt ga padahal udah cahaya terang pakaian rapih susah banget ampunn
gbs,78,[BCAMobile] skrg gbs qris suka bingung klo mau bayar please buat teknisi bca di perbaiki seperti semula,[BCAMobile] gbs percayaaaaaa pdhal dah akui dunia,[BCAMobile] tiba qris g dan skrg tetap gbs digunakan muter
nnti,77,[BCAMobile] hati pengguna bca m banking qr suka error saldo kepotong tpi transaksi gagal komplain tunggu x jam blm balik saldo tlpon buat pengaduan lalu dpt no id nya prosesnya hari kerja pun blm balik saldonya nnti alesanya ada pengecekan bgitu terus sampe pulsa quota habis sejumlah uang yg hilang d qr bener mengecewakan,[BCAMobile] kok bca mobile terbaru kalau mau transfer biasa ketik nama langsung muncul gak perbaiki seperti versi lama ketik nama langsung muncul nnti sudah di perbaiki ulasan saya ganti bintang,[BCAMobile] min kok update mau kirim uang bisa ketik nama min scrol per betulin dong min nnti sya ubah bintang nya kalau da betulin
